UE_ID,x,y,t
UE-11,750,585,56
UE-11,450,585,57
UE-11,250,585,58
UE-11,50,585,59
UE-11,250,585,60
UE-11,450,585,61
UE-11,50,585,62
UE-11,250,585,63
UE-11,450,585,64
UE-11,650,585,65
UE-11,750,585,66
UE-11,450,585,67
UE-11,250,585,68
UE-11,50,585,69
UE-11,250,585,70
UE-11,450,585,71
UE-11,650,585,72
UE-11,750,585,73
UE-11,450,585,74
UE-11,250,585,75
UE-11,50,585,76
UE-11,250,585,77
UE-11,450,585,78
UE-11,650,585,79
UE-11,750,585,80
UE-11,450,585,81
UE-11,250,585,82
UE-11,50,585,83
UE-11,250,585,84
UE-11,450,585,85
UE-11,650,585,86
UE-11,750,585,87
UE-11,450,585,88
UE-11,250,585,89
UE-11,50,585,90
UE-11,250,585,91
UE-11,450,585,92
UE-11,50,585,93
UE-11,250,585,94
UE-11,450,585,95
UE-11,650,585,96
UE-11,750,585,97
UE-11,450,585,98
UE-11,250,585,99
UE-11,50,585,100
UE-11,250,585,101
UE-11,450,585,102
UE-11,650,585,103
UE-11,750,585,104
UE-11,450,585,105
UE-11,250,585,106
UE-11,50,585,107
UE-11,250,585,108
UE-11,450,585,109
UE-11,650,585,110
UE-11,750,585,111
UE-11,450,585,112
UE-11,250,585,113
UE-11,50,585,114
UE-11,250,585,115
UE-11,450,585,116
UE-11,650,585,117
UE-11,750,585,118
UE-11,450,585,119
UE-11,250,585,120
